0000000 0.00011582
0000250 0.000134966
0000500 0.000138689
0000750 0.000142784
0001000 0.00014705
0001250 0.000149572
0001500 0.000148471
0001750 0.000149702
0002000 0.000146572
0002250 0.000147843
0002500 0.000149349
0002750 0.000146782
0003000 0.000148502
0003250 0.000149025
0003500 0.000148581
0003750 0.000148457
0004000 0.000150235
0004250 0.000148673
0004500 0.000148983
0004750 0.000149325
0005000 0.000148298
0005250 0.000147696
0005500 0.000147978
0005750 0.000147791
0006000 0.000148876
0006250 0.000149175
0006500 0.000149763
0006750 0.00014639
0007000 0.000146681
0007250 0.000147759
0007500 0.000146237
0007750 0.000147501
0008000 0.000148146
0008250 0.000146487
0008500 0.000149207
0008750 0.000149029
0009000 0.000147346
0009250 0.000150043
0009500 0.000149052
0009750 0.0001488
0010000 0.000149261
